user_id,latitude,longitude,timestamp,distance_km,speed_kmh,hour,weekday,is_weekend,day,month,total_distance_km,avg_speed_kmh,max_speed_kmh,movement_frequency,lat_roll,lon_roll,cluster,anomaly,anomaly_score,target_cluster
P001,39.91372931153702,116.348282179477,2025-01-02 10:47:00,5.808886324293398,4.526404928020829,10,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.92296962599413,116.35795827700477,6,0,-0.13163512337709188,6
P001,39.91335709180929,116.35005622353428,2025-01-02 11:46:00,0.1563515191982847,0.1590015449474082,11,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.9220404612391,116.35814169560399,6,0,-0.1079755059069647,6
P001,39.916562859116105,116.35299423299035,2025-01-02 12:43:00,0.434727157753655,0.4576075344775316,12,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.92299664966252,116.35829309753242,6,0,-0.12283003627418243,6
P001,39.91472098626183,116.34240699504718,2025-01-02 13:09:00,0.9228468729540948,2.129646629894065,13,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.92245750716704,116.35715902392356,6,0,-0.11973831655361089,6
P001,39.91037055135676,116.34551238927578,2025-01-02 14:22:00,0.5503315711279309,0.4523273187352856,14,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.9137481600162,116.34785040406491,6,0,-0.12941620238963614,6
P001,39.95367643106086,116.39584652734004,2025-01-02 15:21:00,6.435177943305273,6.544248755903668,15,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.92173758392097,116.35736327363752,5,0,-0.1301186100136979,5
P001,39.95758130448964,116.38579872043996,2025-01-02 16:54:00,0.957755536371359,0.6179067976589413,16,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.93058242645704,116.36451177301868,5,0,-0.11009552208068724,5
P001,39.913813384234345,116.35378138661856,2025-01-02 17:44:00,5.568563993731825,6.68227679247819,17,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.930032531480684,116.3646692037443,6,0,-0.13153875102397783,6
P001,39.91652048275241,116.35106981021048,2025-01-02 18:16:00,0.3787028798283108,0.7100678996780828,18,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.9303924307788,116.36640176677697,6,0,-0.11927637226543136,6
P001,39.910252453277,116.4526172828092,2025-01-02 19:32:00,8.659530543771387,6.83647148192478,19,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.93036881116285,116.38782274548365,2,0,-0.10562072268524153,2
P001,39.915076482509335,116.35720800501092,2025-01-02 20:10:00,8.127447109358435,12.832811225302793,20,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.92264882145255,116.38009504101782,6,0,-0.08481434146378364,6
P001,39.91562746472235,116.35098998507787,2025-01-02 21:05:00,0.5320584350500845,0.5804273836910013,21,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.91425805349909,116.37313329394541,6,0,-0.10153041228871168,6
P001,39.9179228893607,116.35160591976616,2025-01-02 22:38:00,0.2601153979745998,0.1678163857900644,22,3,0,2,1,3354.567722457471,6.331443254134379,150.0,810,39.91507995452436,116.37269820057493,6,0,-0.07360384969555167,6
P001,39.95018159848355,116.39285817926068,2025-01-03 06:06:00,5.0116532277761205,0.6712035572914447,6,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.92181217767059,116.38105587438497,5,0,-0.09154604474798755,5
P001,39.95276086963538,116.38583040826369,2025-01-03 06:40:00,0.6624249254834804,1.1689851626179066,6,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.93031386094226,116.36769849947586,5,0,-0.08851893871782435,5
P001,39.90644547321577,116.45641081231352,2025-01-03 07:17:00,7.900758579941324,12.81204094044539,7,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.92858765908355,116.38753906093639,2,0,-0.08775835020435052,2
P001,39.92198855812092,116.36311238109704,2025-01-03 08:01:00,8.115868080592831,11.067092837172044,8,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.92985987776326,116.3899635401402,6,0,-0.09183071957221245,6
P001,39.94753783801744,116.39120470158056,2025-01-03 09:26:00,3.707363035410732,2.616962142642869,9,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.93578286749461,116.3978832965031,5,0,-0.10422389260129106,5
P001,39.91354624958937,116.34724556440422,2025-01-03 10:56:00,5.310146975562688,3.5400979837084585,10,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.92845579771578,116.3887607735318,6,0,-0.12082060145795498,6
P001,39.955549669986056,116.38928614323332,2025-01-03 11:17:00,5.8742934315492334,16.783695518712097,11,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.929013557785915,116.38945192052572,5,0,-0.08422758002928227,5
P001,39.949138609693534,116.38781161440916,2025-01-03 12:01:00,0.7225806684340669,0.985337275137364,12,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.937552185081465,116.37573208094486,5,0,-0.11977934021945658,5
P001,39.96118775469753,116.39058623534665,2025-01-03 13:07:00,1.3580898162698367,1.2346271056998517,13,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.94539202439679,116.38122685179478,5,0,-0.10878385523150624,5
P001,39.91325246540512,116.34466775305113,2025-01-03 14:16:00,6.598867927646443,5.738146024040385,14,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.938534949874324,116.37191946208888,6,0,-0.12083403869049153,6
P001,39.96244964406352,116.38630375994347,2025-01-03 15:14:00,6.507398467300373,6.731791517896937,15,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.94831562876915,116.37973110119674,5,0,-0.10020687935765465,5
P001,39.95183975487669,116.39419207855794,2025-01-03 16:02:00,1.3551943105270925,1.6939928881588655,16,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.947573645747276,116.38071228826166,5,0,-0.1138030579862519,5
P001,39.91485733115852,116.34705345537056,2025-01-03 17:38:00,5.736352267523663,3.585220167202289,17,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.94071739004028,116.37256065645394,6,0,-0.12530046613294388,6
P001,39.91340755781881,116.34448477406303,2025-01-03 18:17:00,0.2712346729258759,0.4172841121936552,18,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.93116135066454,116.36334036419723,6,0,-0.11158768248792122,6
P001,39.91552681939744,116.45571996226109,2025-01-03 19:58:00,9.457916878647971,5.618564482365131,19,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.93161622146299,116.38555080603922,2,0,-0.09745798417286983,2
P001,39.91100039148861,116.46087700783768,2025-01-03 20:59:00,0.6667751908539209,0.65584445002025,20,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.921326370948016,116.40046545561806,2,0,-0.10571093690653499,2
P001,39.95887201048521,116.39192940397308,2025-01-03 21:01:00,7.910874745202286,150.0,21,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.92273282206972,116.4000129207011,5,1,0.08049145565352744,5
P001,39.95564132053028,116.38448988935724,2025-01-03 22:46:00,0.7269637279974274,0.4154078445699585,22,4,0,3,1,3354.567722457471,6.331443254134379,150.0,810,39.93088961994407,116.40750020749843,5,0,-0.07010582274408617,5
P001,39.92011505502285,116.3450182944308,2025-01-04 06:14:00,5.177559729554719,0.6934231780653641,6,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93223111938487,116.40760691157197,6,0,-0.07698743612948156,6
P001,39.92103283002274,116.34919216354022,2025-01-04 06:56:00,0.3691153788050663,0.5273076840072376,6,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93333232150994,116.3863013518278,6,0,-0.08083308588498439,6
P001,39.95361888206999,116.38997695159976,2025-01-04 07:16:00,5.010101883149638,15.030305649448913,7,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.941856019626215,116.37212134058022,5,0,-0.06273814508549391,5
P001,39.9161815109208,116.35633366837592,2025-01-04 08:18:00,5.044437057658742,4.881713281605234,8,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93331791971333,116.36500219346081,6,0,-0.09956698110456297,6
P001,39.94782439764639,116.38978076719133,2025-01-04 09:16:00,4.518776836093809,4.674596726993595,9,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.931754535136555,116.36606036902761,5,0,-0.0942022578866456,5
P001,39.95073415428852,116.38604831434884,2025-01-04 10:07:00,0.4527371870844157,0.5326319848051949,10,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.937878354989685,116.37426637301121,5,0,-0.10309347938077407,5
P001,39.95035762548791,116.39013784171668,2025-01-04 11:51:00,0.3501133930656844,0.2019884959994333,11,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.943743314082724,116.38245550864652,5,0,-0.10375267568395036,5
P001,39.91670979965607,116.34782123755,2025-01-04 12:48:00,5.185297874093175,5.458208288519132,12,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93636149759994,116.37402436583655,6,0,-0.10946908499085811,6
P001,39.91688340402951,116.35601829148348,2025-01-04 13:58:00,0.697016010920918,0.5974422950750725,13,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93650187622168,116.37396129045806,6,0,-0.1235386250946714,6
P001,39.91256420085915,116.34899263532404,2025-01-04 14:18:00,0.7658194886967538,2.2974584660902613,14,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.92944983686424,116.36580366408461,6,0,-0.11536881070180566,6
P001,39.95120464174718,116.39040720401732,2025-01-04 15:35:00,5.548726149833177,4.323682714155722,15,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.92954393435596,116.3666754420183,5,0,-0.11654842857589082,5
P001,39.92381115913137,116.35844580075076,2025-01-04 16:33:00,4.077533278724563,4.218137874542651,16,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.92423464108465,116.36033703382512,6,0,-0.10467852649569581,6
P001,39.94987795299357,116.38734181843716,2025-01-04 17:10:00,3.795335899868169,6.154598756542976,17,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93086827175215,116.36824115000256,5,0,-0.09579515850366932,5
P001,39.91922048767311,116.34671912273016,2025-01-04 18:55:00,4.847987552401338,2.770278601372193,18,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.93133568848087,116.36638131625189,6,0,-0.10787323739350818,6
P001,39.91443066927809,116.34521913514662,2025-01-04 19:15:00,0.5467438171609484,1.640231451482845,19,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.931708982164665,116.3656266162164,6,0,-0.10286906492532416,6
P001,39.91773864686207,116.45261752257684,2025-01-04 20:47:00,9.136244503266392,5.958420328217212,20,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.925015783187646,116.3780686799283,2,0,-0.08422596017838768,2
P001,39.91467008106012,116.3420902222389,2025-01-04 21:07:00,9.400992952171537,28.20297885651461,21,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.92318756757339,116.37479756422594,6,0,-0.003034109338974411,6
P001,39.922452364892095,116.34420659838426,2025-01-04 22:22:00,0.8823658236144906,0.7058926588915925,22,5,1,4,1,3354.567722457471,6.331443254134379,150.0,810,39.9177024499531,116.36617052021536,6,0,-0.06645045207581513,6
P001,39.95619544442829,116.39777913939984,2025-01-05 06:44:00,5.896143488989518,0.7047183452975518,6,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.92509744130414,116.3763825235493,5,0,-0.06501899583557114,5
P001,39.965167735092336,116.38472795017027,2025-01-05 06:59:00,1.490813525478938,5.963254101915752,6,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93524485446699,116.38428428655402,5,0,-0.019026456100848965,5
P001,39.917720681516215,116.3519564473351,2025-01-05 07:19:00,5.957915794675144,17.873747384025435,7,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93524126139781,116.36415207150567,6,0,-0.04047996659920072,6
P001,39.91453161962419,116.34381296886232,2025-01-05 08:18:00,0.7774579358357586,0.7906351889855173,8,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93521356911062,116.36449662083037,6,0,-0.08492155151704983,6
P001,39.91581259461369,116.3475010275153,2025-01-05 09:32:00,0.3442242396074665,0.2791007348168647,9,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93388561505495,116.36515550665656,6,0,-0.08519621513812736,6
P001,39.95854450536237,116.39069943197453,2025-01-05 10:01:00,5.998410920551655,12.410505352865494,10,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93435542724176,116.3637395651715,5,0,-0.06962333375348129,5
P001,39.91500029537582,116.34675298884903,2025-01-05 11:49:00,6.108632864467029,3.393684924703905,11,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.92432193929845,116.35614457290725,6,0,-0.09609199476053953,6
P001,39.91465949690555,116.3594192573902,2025-01-05 12:19:00,1.077297195427834,2.154594390855668,12,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.92370970237633,116.35763713491829,6,0,-0.09953023011803402,6
P001,39.912329299766064,116.34499414837607,2025-01-05 13:38:00,1.253118523947638,0.9517355878083326,13,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.9232692384047,116.35787337082101,6,0,-0.10200889845919708,6
P001,39.955919622288015,116.39216064531526,2025-01-05 14:34:00,6.283679940830065,6.732514222317927,14,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93129064393956,116.36680529438101,5,0,-0.09564711016648758,5
P001,39.95659047118375,116.38500306192012,2025-01-05 15:41:00,0.6129346593126968,0.5488967098322657,15,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93089983710384,116.36566602037014,5,0,-0.0885913853923821,5
P001,39.95592301021525,116.3902361005926,2025-01-05 16:05:00,0.450936213771382,1.1273405344284548,16,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.939084380071726,116.37436264271885,5,0,-0.08757831184049347,5
P001,39.91411807917628,116.35068653130446,2025-01-05 17:36:00,5.730090784477881,3.778081835919482,17,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93897609652587,116.37261609750172,6,0,-0.10199735522740072,6
P001,39.90101669545674,116.4539341738097,2025-01-05 18:46:00,8.895723709808399,7.6249060369786275,18,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.93671357566401,116.39440410258842,2,0,-0.07451621470896508,2
P001,39.91369829896537,116.34209475197883,2025-01-05 19:41:00,9.610005598619583,10.483642471221366,19,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.92826931099948,116.38439092392113,6,0,-0.05155913457266137,6
P001,39.92104572574957,116.34309762367788,2025-01-05 20:38:00,0.8200071964413106,0.8631654699382217,20,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.92116036191264,116.37600983627269,6,0,-0.06560784150859733,6
P001,39.9147853647896,116.34526195670183,2025-01-05 21:30:00,0.7188396486660414,0.8294303638454325,21,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.91293283282751,116.36701500749454,6,0,-0.06991873737951837,6
P001,39.91955015608144,116.35262194858892,2025-01-05 22:21:00,0.8192075857854983,0.9637736303358804,22,6,1,5,1,3354.567722457471,6.331443254134379,150.0,810,39.91401924820854,116.36740209095144,6,0,-0.05848276776621841,6
P001,39.95789795861879,116.3886654307091,2025-01-06 06:28:00,5.244514123679952,0.6461413704739161,6,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.925395500840956,116.3543483423313,5,0,-0.06088204438727152,5
P001,39.91653680337625,116.35784770536776,2025-01-06 06:51:00,5.285821247801843,13.789098907309157,6,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.92596320172313,116.35749893300911,6,0,-0.03931161164259611,6
P001,39.91846354377108,116.34469763369596,2025-01-06 07:45:00,1.1380326363867797,1.264480707096422,7,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.925446765327436,116.35781893501272,6,0,-0.06598418355800473,6
P001,39.954332721298734,116.3952706119206,2025-01-06 08:37:00,5.859267995827892,6.760693841339875,8,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.93335623662926,116.36782066605647,5,0,-0.07513023457881673,5
P001,39.957557711418985,116.38292581884956,2025-01-06 09:38:00,1.1086890268872875,1.0905137969383156,9,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.94095774769677,116.3738814401086,5,0,-0.0680839412056905,5
P001,39.91089797482592,116.34766774070934,2025-01-06 10:05:00,5.983816551329808,13.297370114066238,10,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.9315577509382,116.36568190210865,6,0,-0.07109208855875848,6
P001,39.952553743499976,116.38543827185102,2025-01-06 11:24:00,5.629095490271439,4.275262397674511,11,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.93876113896294,116.3712000154053,5,0,-0.08440887369401745,5
P001,39.91074203947717,116.3469798687517,2025-01-06 12:35:00,5.676788585423968,4.797286128527297,12,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.937216838104156,116.37165646241644,6,0,-0.09993588027766492,6
P001,39.91904359212637,116.352739426625,2025-01-06 13:31:00,1.0434474798447588,1.117979442690813,13,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.93015901226969,116.36315022535732,6,0,-0.09139069816089401,6
P001,39.9160652835516,116.35032415107956,2025-01-06 14:36:00,0.3891512286557446,0.3592165187591489,14,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.92186052669621,116.35662989180332,6,0,-0.09192156759062592,6
P001,39.907778666031184,116.34734003458664,2025-01-06 15:55:00,0.9541472996852004,0.7246688352039496,15,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.92123666493726,116.3565643505788,6,0,-0.10152079078298615,6
P001,39.90946441960191,116.35664177071624,2025-01-06 16:47:00,0.812488134907617,0.9374863095087888,16,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.912618800157645,116.35080505035182,6,0,-0.10450943657413037,6
P001,39.91300169718468,116.35366193660484,2025-01-06 17:29:00,0.4672453296033569,0.6674933280047957,17,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.91307073169916,116.35214146392245,6,0,-0.09657967994161387,6
P001,39.91581507307048,116.35105480401714,2025-01-06 18:39:00,0.3829243884953521,0.3282209044245875,18,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.91242502788797,116.35180453940089,6,0,-0.09210606184056469,6
P001,39.91448364961916,116.34931364860395,2025-01-06 19:38:00,0.2091524899640663,0.2126974474210844,19,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.91210870110149,116.35160243890577,6,0,-0.08063884177573921,6
P001,39.91849938486418,116.34523658763108,2025-01-06 20:16:00,0.5646123195703661,0.8914931361637359,20,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.91425284486808,116.35118174951465,6,0,-0.07024398071068538,6
P001,39.95239744119915,116.3862998749222,2025-01-06 21:44:00,5.132303701351556,3.499297978194243,21,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.922839449187535,116.35711337035585,5,0,-0.05273109341811044,5
P001,39.9579553481667,116.39005141725002,2025-01-06 22:22:00,0.694467356165799,1.0965274044723143,22,0,0,6,1,3354.567722457471,6.331443254134379,150.0,810,39.93183017938394,116.36439126648489,5,0,-0.038705123963617916,5
P001,39.95794637023411,116.39249352425595,2025-01-07 06:39:00,0.2075814876219184,0.0250601393507346,6,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.94025643881666,116.37267901053265,5,0,-0.07257178631309535,5
P001,39.909281934088966,116.4459841496857,2025-01-07 06:59:00,7.060555131206075,21.18166539361823,6,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.93921609571062,116.39201311074899,2,0,-0.05470206963495583,2
P001,39.9553775815552,116.39589297808187,2025-01-07 07:28:00,6.656440469308308,13.771945798568913,7,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.94659173504883,116.40214438883916,5,0,-0.06749530353377253,5
P001,39.95061923475063,116.38279424928297,2025-01-07 08:35:00,1.2323197798704326,1.1035699521227755,8,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.94623609375912,116.4014432637113,5,0,-0.08506853415017063,5
P001,39.91683465744985,116.35124323380695,2025-01-07 09:18:00,4.610358623098134,6.433058543857861,9,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.93801195561575,116.39368162702269,6,0,-0.09828293317630765,6
P001,39.90691463797179,116.35024459113426,2025-01-07 10:26:00,1.1043891595453872,0.9744610231282828,10,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.927805609163286,116.38523184039835,6,0,-0.10901721519870622,6
P001,39.95745683769177,116.39062208644428,2025-01-07 11:41:00,6.57673082012948,5.261384656103584,11,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.93744058988385,116.37415942775006,5,0,-0.10457390125965427,5
P001,39.9158022398094,116.3523852911752,2025-01-07 12:17:00,5.651686878515941,9.419478130859902,12,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.929525521534686,116.36545789036873,6,0,-0.1085297516867873,6
P001,39.9156887163383,116.35369237813936,2025-01-07 13:14:00,0.1118147099118898,0.1176996946440946,13,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.92253941785222,116.35963751614001,6,0,-0.09690974577876221,6
P001,39.91182408539506,116.45380372543636,2025-01-07 14:14:00,8.520270250629247,8.520270250629247,14,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.92153730344127,116.3801496144659,2,0,-0.10911666112986251,2
P001,39.90802428870131,116.34416587452364,2025-01-07 15:00:00,9.328757034122043,12.167943957550492,15,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.92175923358717,116.37893387114377,6,0,-0.07934624574962612,6
P001,39.90683234358053,116.3469478100193,2025-01-07 16:00:00,0.2709618446587079,0.2709618446587079,16,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.91163433476492,116.37019901585877,6,0,-0.10818944129210228,6
P001,39.91069226528679,116.4599014787352,2025-01-07 17:40:00,9.610616993531622,5.766370196118973,17,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.91061233986041,116.39170225337077,2,0,-0.09339213017276066,2
P001,39.95475801722846,116.39609113650306,2025-01-07 18:48:00,7.30364738051263,6.4443947475111445,18,1,0,7,1,3354.567722457471,6.331443254134379,150.0,810,39.91842620003843,116.4001820050435,5,0,-0.09476640951100757,5
